,name,brand,chipset,chipset_gen,ram,ram_max,vga,storage_type,storage,os,screen_size,screen_revolution,battery,webcam,weight,price,screen_pixels,screen_width,screen_height
379,Laptop HP 15-fd0081TU (8D734PA) (i5 1335U/8GB RAM/512GB SSD/15.6 FHD/Win11/Bạc),HP,Intel,i5,8,16,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.59 ,16499000,1920x1080,1920,1080
380,Laptop HP 15-fd0079TU (8D732PA) (i5 1335U/16GB RAM/512GB SSD/15.6 FHD/Win11/Bạc),HP,Intel,i5,16,16,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.59 ,17299000,1920x1080,1920,1080
381,Laptop HP Pavilion 15-eg3033TX (8U6L6PA) (i5 1335U/16GB RAM/512GB SSD/15.6 FHD/MX550 2GB/Win11/Vàng),HP,Intel,i5,16,16,intel,SSD,512,Windows 11,15.6,FHD,41.04,1,1.74 ,20899000,1920x1080,1920,1080
382,Laptop HP Pavilion 15-eg3035TX (8U6L7PA) (i7 1355U/16GB RAM/512GB SSD/15.6 FHD/MX550 2GB/Win11/Vàng),HP,Intel,i7,16,16,intel,SSD,512,Windows 11,15.6,FHD,41.04,1,1.74 ,24449000,1920x1080,1920,1080
383,Laptop Asus X1504VA-NJ069W (i3 1315U/8GB RAM/512GB SSD/15.6 FHD/Win11/Bạc),Asus,Intel,i3,8,16,intel,SSD,512,Windows 11,15.6,FHD,42.0,1,1.70 ,10499000,1920x1080,1920,1080
384,Asus Vivobook 15 OLED A1505VA - L1114W (i5 13500H/16GB RAM/512GB SSD/15.6 Oled/Win11/Đen),Asus,Intel,i5,16,16,intel,SSD,512,Windows 11,15.6,FHD,50.0,1,1.70 ,17599000,1920x1080,1920,1080
385,Laptop HP Pavilion 15-eg3093TU (8C5L4PA) (i5 1335U/16GB RAM/512GB SSD/15.6 FHD/Win11/Vàng),HP,Intel,i5,16,16,intel,SSD,512,Windows 11,15.6,FHD,41.04,1,1.68 ,19599000,1920x1080,1920,1080
386,Laptop HP 15-fd0083TU (8D736PA) (i7 1355U/16GB RAM/512GB SSD/15.6 FHD/Win11/Bạc),HP,Intel,i7,16,16,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.59 ,20249000,1920x1080,1920,1080
387,Laptop HP Pavilion 15-eg3095TU (8C5L6PA) (i5 1335U/8GB RAM/512GB SSD/15.6 FHD/Win11/Bạc),HP,Intel,i5,4,16,intel,SSD,512,Windows 11,15.6,FHD,41.04,1,1.68 ,18499000,1920x1080,1920,1080
388,Laptop Acer Aspire 7 A715-76-53PJ (NH.QGESV.007) (i5 12450H/16GB RAM/512GB SSD/15.6 inch FHD/Win11/Đen),Acer,Intel,i5,16,16,intel,SSD,512,Windows 11,15.6,FHD,50.0,1,2.1,15299000,1920x1080,1920,1080
389,Laptop Apple Macbook Air 13 (MGND3SA/A) (Apple M1/8GB RAM/256GB SSD/13.3 inch IPS/Mac OS/Vàng) (NEW),Dell,Apple,M1,8,16,apple,SSD,256,Mac OS,13.3,FHD,49.9,1,1.29 ,18799000,2560x1600,2560,1600
